age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
39,self-employed,married,university.degree,no,no,no,telephone,may,wed,17,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191
25,admin.,single,university.degree,no,no,no,telephone,jun,wed,188,2,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
48,admin.,married,university.degree,no,yes,no,cellular,nov,wed,288,1,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,206,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
48,admin.,married,university.degree,no,yes,yes,cellular,jul,fri,154,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
41,admin.,divorced,high.school,no,no,no,telephone,may,tue,293,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191
29,admin.,single,university.degree,no,yes,no,cellular,mar,mon,215,1,0,nonexistent,-1.8,93.369,-34.8,0.639,5008.7
28,blue-collar,single,high.school,no,yes,no,telephone,jun,mon,102,2,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
30,admin.,married,university.degree,no,no,no,telephone,may,tue,178,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191
54,admin.,married,university.degree,no,yes,no,telephone,may,thu,461,3,0,nonexistent,1.1,93.994,-36.4,4.855,5191
38,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,204,1,1,success,-1.8,92.893,-46.2,1.281,5099.1
46,housemaid,divorced,basic.6y,no,yes,no,telephone,jun,tue,143,8,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
38,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,50,3,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
38,services,married,high.school,no,no,no,cellular,jul,thu,81,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
33,blue-collar,married,high.school,no,yes,no,telephone,may,wed,233,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
25,admin.,married,university.degree,no,no,no,telephone,may,fri,56,1,0,nonexistent,1.1,93.994,-36.4,4.864,5191
57,services,married,high.school,no,yes,no,cellular,may,mon,126,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
36,admin.,single,university.degree,no,no,no,cellular,aug,wed,142,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
54,admin.,married,university.degree,no,no,no,cellular,jul,thu,9,5,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
25,self-employed,single,university.degree,no,no,no,telephone,may,tue,247,3,0,nonexistent,1.1,93.994,-36.4,4.856,5191
41,entrepreneur,married,university.degree,no,no,no,telephone,may,wed,130,4,0,nonexistent,1.1,93.994,-36.4,4.856,5191
54,management,married,university.degree,no,yes,no,cellular,apr,tue,336,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
40,admin.,married,high.school,no,no,no,telephone,may,mon,160,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191
81,retired,married,basic.4y,no,no,no,cellular,may,mon,617,2,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
43,technician,divorced,professional.course,no,yes,no,cellular,may,mon,143,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1
34,admin.,married,high.school,no,yes,no,cellular,jun,wed,238,1,2,success,-1.7,94.055,-39.8,0.704,4991.6
42,technician,married,high.school,no,yes,no,cellular,aug,tue,188,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
30,services,married,basic.6y,no,no,no,cellular,nov,tue,154,2,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
42,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,632,5,1,success,-1.8,92.893,-46.2,1.344,5099.1
52,technician,married,basic.9y,no,yes,no,cellular,nov,fri,102,1,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
49,admin.,married,university.degree,no,yes,no,telephone,may,mon,212,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191
49,technician,married,professional.course,no,yes,no,telephone,may,tue,57,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
32,entrepreneur,married,university.degree,no,no,no,cellular,nov,thu,73,4,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
27,services,married,high.school,no,no,no,cellular,jul,thu,184,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
44,admin.,divorced,high.school,no,yes,no,cellular,may,tue,173,8,1,failure,-1.8,92.893,-46.2,1.291,5099.1
33,admin.,single,university.degree,no,no,no,cellular,may,wed,6,7,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
30,services,married,basic.9y,no,no,no,cellular,jul,tue,70,2,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
32,admin.,single,university.degree,no,yes,no,cellular,jul,thu,96,1,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
49,unemployed,married,high.school,no,yes,no,cellular,jul,wed,98,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
48,technician,married,professional.course,no,yes,no,cellular,aug,fri,336,8,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
42,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,456,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191
28,admin.,married,high.school,no,yes,no,cellular,may,wed,293,3,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
23,management,single,university.degree,no,yes,no,cellular,jul,tue,314,2,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
36,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,167,1,0,nonexistent,1.1,93.994,-36.4,4.858,5191
49,unemployed,married,basic.4y,no,yes,no,cellular,aug,wed,155,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
36,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,80,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
47,management,divorced,basic.4y,no,no,no,telephone,may,fri,241,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191
35,admin.,married,university.degree,no,no,no,cellular,may,thu,322,3,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
37,admin.,divorced,high.school,no,no,no,telephone,may,thu,51,10,0,nonexistent,1.1,93.994,-36.4,4.86,5191
30,unemployed,married,high.school,no,no,no,cellular,may,mon,417,1,1,success,-1.8,92.893,-46.2,1.354,5099.1
33,admin.,single,high.school,no,yes,no,cellular,jul,tue,498,5,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
43,unemployed,married,basic.4y,no,no,no,cellular,may,wed,117,2,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
29,technician,single,university.degree,no,no,no,cellular,may,mon,68,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
35,admin.,divorced,high.school,no,yes,yes,telephone,may,mon,82,2,1,failure,-1.8,92.893,-46.2,1.299,5099.1
47,admin.,married,high.school,no,no,no,cellular,may,wed,99,2,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
37,management,married,university.degree,no,yes,no,cellular,nov,thu,252,1,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
37,self-employed,married,basic.9y,no,yes,yes,cellular,jul,thu,171,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
50,admin.,married,basic.9y,no,no,no,cellular,aug,thu,84,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
30,admin.,single,university.degree,no,no,no,cellular,aug,mon,135,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
33,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,132,1,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
37,admin.,single,high.school,no,no,yes,cellular,jul,tue,223,6,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
45,self-employed,divorced,university.degree,no,no,yes,cellular,may,fri,133,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
30,admin.,single,university.degree,no,no,no,cellular,nov,fri,258,2,1,failure,-0.1,93.2,-42,4.021,5195.8
51,management,divorced,university.degree,no,no,no,cellular,may,wed,345,2,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
49,self-employed,single,basic.9y,no,no,no,telephone,may,mon,58,10,0,nonexistent,1.1,93.994,-36.4,4.858,5191
31,technician,single,university.degree,no,yes,no,cellular,aug,thu,958,5,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
40,admin.,single,university.degree,no,yes,no,cellular,jul,fri,250,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
41,technician,married,professional.course,no,no,yes,cellular,aug,thu,898,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
58,retired,married,basic.4y,no,yes,no,cellular,apr,thu,185,1,1,success,-1.8,93.075,-47.1,1.365,5099.1
39,technician,divorced,professional.course,no,yes,no,telephone,may,fri,135,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191
48,technician,married,basic.6y,no,no,yes,telephone,may,tue,175,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191
51,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,132,2,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
35,blue-collar,married,basic.6y,no,yes,no,cellular,nov,tue,372,2,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
44,admin.,married,high.school,no,no,no,cellular,aug,mon,126,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
43,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,69,1,1,failure,-1.8,92.893,-46.2,1.281,5099.1
30,technician,single,university.degree,no,no,no,cellular,aug,thu,183,7,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
41,technician,divorced,basic.4y,no,yes,no,telephone,may,tue,270,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
27,management,single,university.degree,no,yes,no,telephone,may,tue,134,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191
45,blue-collar,married,high.school,no,yes,yes,cellular,nov,mon,449,2,3,success,-1.1,94.767,-50.8,1.05,4963.6
26,admin.,single,high.school,no,yes,no,telephone,may,fri,160,3,0,nonexistent,1.1,93.994,-36.4,4.864,5191
24,student,single,high.school,no,no,no,cellular,jul,wed,115,1,1,failure,-2.9,92.469,-33.6,1.029,5076.2
46,management,married,university.degree,no,yes,no,cellular,nov,thu,205,6,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
61,blue-collar,married,basic.6y,no,yes,yes,cellular,may,fri,403,1,2,success,-1.8,93.876,-40,0.695,5008.7
50,admin.,divorced,basic.9y,no,no,no,telephone,may,fri,145,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191
55,admin.,married,basic.4y,no,yes,no,cellular,apr,fri,548,1,1,failure,-1.8,93.075,-47.1,1.405,5099.1
54,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,109,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
40,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,207,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
58,entrepreneur,married,university.degree,no,no,no,telephone,jul,wed,175,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
36,admin.,single,university.degree,no,yes,no,cellular,aug,thu,379,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
30,admin.,single,university.degree,no,yes,no,cellular,aug,wed,105,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
45,admin.,single,university.degree,no,yes,no,cellular,jul,thu,544,1,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
40,management,married,university.degree,no,yes,no,cellular,nov,fri,401,1,1,failure,-0.1,93.2,-42,4.021,5195.8
42,self-employed,married,university.degree,no,no,no,cellular,jul,mon,84,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
49,management,married,university.degree,no,no,no,cellular,jul,mon,549,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
55,unemployed,married,basic.4y,no,yes,no,telephone,sep,tue,6,1,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6
49,admin.,married,high.school,no,yes,no,cellular,aug,fri,183,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
48,blue-collar,married,basic.4y,no,no,yes,telephone,jun,tue,291,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
49,admin.,married,high.school,no,no,no,cellular,aug,fri,151,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
35,services,married,high.school,no,no,no,cellular,may,fri,301,2,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
32,admin.,single,professional.course,no,yes,no,telephone,may,mon,16,11,0,nonexistent,1.1,93.994,-36.4,4.857,5191
67,housemaid,divorced,professional.course,no,yes,no,cellular,nov,mon,655,2,5,success,-1.1,94.767,-50.8,1.039,4963.6
41,technician,married,university.degree,no,yes,yes,cellular,may,fri,170,4,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
73,retired,married,university.degree,no,yes,no,cellular,mar,fri,179,1,0,nonexistent,-1.8,92.843,-50,1.531,5099.1
32,management,single,basic.4y,no,no,no,telephone,may,mon,73,7,0,nonexistent,1.1,93.994,-36.4,4.858,5191
33,management,married,university.degree,no,yes,no,cellular,aug,wed,113,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
36,technician,married,professional.course,no,yes,no,telephone,may,wed,86,4,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
40,technician,married,professional.course,no,yes,no,cellular,nov,thu,180,1,1,failure,-0.1,93.2,-42,4.076,5195.8
25,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,thu,212,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
45,management,married,university.degree,no,yes,no,cellular,jul,thu,391,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
33,technician,married,university.degree,no,no,no,telephone,nov,wed,91,2,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
31,admin.,married,university.degree,no,yes,no,cellular,aug,thu,280,7,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
42,services,married,university.degree,no,yes,no,cellular,apr,mon,257,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
40,management,married,university.degree,no,no,yes,cellular,aug,tue,454,3,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
30,technician,married,university.degree,no,no,no,cellular,jun,fri,171,1,1,success,-1.7,94.055,-39.8,0.748,4991.6
41,management,divorced,basic.6y,no,no,no,cellular,nov,thu,268,1,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
44,self-employed,single,professional.course,no,yes,no,cellular,may,mon,775,5,1,failure,-1.8,92.893,-46.2,1.354,5099.1
25,services,married,high.school,no,yes,no,cellular,jul,fri,164,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
30,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,988,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
25,admin.,married,university.degree,no,yes,no,telephone,jun,fri,109,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
31,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,132,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
29,technician,single,university.degree,no,no,no,cellular,jul,wed,259,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
47,admin.,married,university.degree,no,no,no,telephone,may,thu,42,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191
25,admin.,married,high.school,no,no,yes,telephone,may,tue,125,4,0,nonexistent,1.1,93.994,-36.4,4.856,5191
29,technician,married,professional.course,no,no,no,telephone,may,fri,886,3,0,nonexistent,1.1,93.994,-36.4,4.864,5191
45,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,185,1,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
31,technician,single,university.degree,no,no,no,telephone,oct,thu,154,1,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8
44,entrepreneur,married,basic.4y,no,yes,no,cellular,may,tue,955,2,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
24,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,545,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
40,admin.,married,university.degree,no,yes,no,cellular,aug,tue,124,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
39,services,married,basic.4y,no,no,no,telephone,may,thu,126,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191
44,management,divorced,university.degree,no,yes,no,cellular,apr,fri,230,1,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1
51,blue-collar,married,high.school,no,yes,no,cellular,may,wed,809,1,1,failure,-1.8,92.893,-46.2,1.281,5099.1
38,management,married,university.degree,no,yes,no,cellular,may,fri,1276,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
34,technician,married,professional.course,no,no,no,cellular,may,fri,83,2,1,failure,-1.8,92.893,-46.2,1.313,5099.1
23,blue-collar,single,high.school,no,no,no,cellular,jul,wed,251,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
30,admin.,single,university.degree,no,no,no,telephone,may,wed,25,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
26,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,389,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191
34,admin.,married,basic.6y,no,yes,yes,cellular,nov,wed,102,2,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
32,management,divorced,university.degree,no,no,no,cellular,may,tue,342,3,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
27,self-employed,single,university.degree,no,yes,yes,telephone,jun,wed,161,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
29,blue-collar,married,professional.course,no,no,no,telephone,may,wed,34,8,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
42,technician,single,university.degree,no,yes,yes,cellular,aug,wed,275,8,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
30,technician,single,university.degree,no,no,yes,cellular,aug,fri,81,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
38,management,married,university.degree,no,yes,no,cellular,may,wed,172,3,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
49,blue-collar,married,basic.6y,no,no,no,cellular,aug,thu,139,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
30,admin.,single,university.degree,no,yes,no,cellular,may,mon,232,2,1,failure,-1.8,92.893,-46.2,1.299,5099.1
41,blue-collar,married,high.school,no,yes,no,cellular,may,fri,239,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
58,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,127,2,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
52,blue-collar,divorced,basic.4y,no,yes,no,cellular,apr,thu,291,1,1,failure,-1.8,93.075,-47.1,1.41,5099.1
32,admin.,married,professional.course,no,yes,no,cellular,jul,wed,173,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
51,management,married,university.degree,no,yes,no,cellular,may,mon,131,2,4,failure,-1.8,93.876,-40,0.697,5008.7
31,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,73,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
34,technician,married,professional.course,no,yes,no,cellular,aug,fri,36,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
36,admin.,married,university.degree,no,yes,no,cellular,may,fri,334,3,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
30,services,divorced,basic.9y,no,no,no,telephone,may,thu,177,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191
51,admin.,single,university.degree,no,yes,yes,cellular,jun,fri,263,2,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2
26,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,159,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
39,admin.,married,university.degree,no,yes,no,cellular,aug,thu,217,3,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
41,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,216,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191
34,technician,married,professional.course,no,yes,no,cellular,jul,wed,144,5,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
64,unemployed,divorced,basic.9y,no,yes,no,cellular,oct,wed,604,2,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6
35,blue-collar,married,professional.course,no,yes,yes,telephone,may,wed,634,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191
40,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,107,4,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
33,admin.,married,university.degree,no,yes,no,cellular,jun,tue,690,1,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
74,retired,married,university.degree,no,no,no,telephone,oct,mon,160,1,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6
40,management,married,high.school,no,yes,no,cellular,aug,wed,286,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
46,services,married,high.school,no,no,no,cellular,jul,mon,93,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
41,entrepreneur,divorced,professional.course,no,yes,no,cellular,jul,thu,72,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
44,admin.,married,university.degree,no,yes,no,cellular,may,tue,201,1,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
29,technician,single,professional.course,no,yes,no,cellular,may,mon,245,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
51,blue-collar,divorced,basic.4y,no,yes,no,cellular,may,tue,314,4,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
52,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,136,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191
27,admin.,single,high.school,no,no,no,telephone,apr,thu,198,3,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
44,self-employed,married,basic.9y,no,yes,no,telephone,jun,tue,249,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
34,unemployed,married,basic.9y,no,no,no,cellular,may,mon,123,2,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
23,student,single,high.school,no,yes,no,cellular,oct,mon,226,2,1,failure,-1.1,94.601,-49.5,1.032,4963.6
30,technician,single,professional.course,no,no,no,cellular,jul,tue,136,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
26,student,single,high.school,no,yes,no,cellular,may,mon,113,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
35,technician,married,university.degree,no,yes,no,cellular,may,mon,262,3,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
24,technician,single,university.degree,no,no,no,cellular,jul,wed,141,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
36,admin.,married,high.school,no,no,no,telephone,may,thu,263,3,0,nonexistent,1.1,93.994,-36.4,4.86,5191
