"job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","nr.employed","age_group","prediction"
"management","married","university.degree","no","yes","no","cellular","may","tue",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"admin.","single","university.degree","no","yes","yes","telephone","may","wed",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"blue-collar","single","basic.9y","no","yes","no","cellular","may","thu",1,1,"failure",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"unemployed","single","university.degree","no","yes","no","cellular","may","mon",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"technician","married","professional.course","no","no","no","telephone","may","thu",4,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"entrepreneur","married","university.degree","no","yes","yes","telephone","jun","thu",1,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"retired","married","basic.9y","no","no","no","cellular","aug","tue",4,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"self-employed","married","university.degree","no","no","no","telephone","may","wed",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"admin.","single","university.degree","no","no","no","telephone","jun","wed",2,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Young Adults",1
"admin.","married","university.degree","no","yes","no","cellular","nov","wed",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"admin.","single","university.degree","no","yes","no","cellular","aug","thu",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"admin.","married","university.degree","no","yes","yes","cellular","jul","fri",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"admin.","divorced","high.school","no","no","no","telephone","may","tue",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"admin.","single","university.degree","no","yes","no","cellular","mar","mon",1,0,"nonexistent",-1.8,93.369,-34.8,5008.7,"Young Adults",2
"blue-collar","single","high.school","no","yes","no","telephone","jun","mon",2,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Young Adults",1
"admin.","married","university.degree","no","no","no","telephone","may","tue",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"admin.","married","university.degree","no","yes","no","telephone","may","thu",3,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"blue-collar","married","basic.9y","no","no","no","cellular","may","wed",1,1,"success",-1.8,92.893,-46.2,5099.1,"Adults",1
"housemaid","divorced","basic.6y","no","yes","no","telephone","jun","tue",8,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"admin.","divorced","university.degree","no","no","no","telephone","jun","fri",3,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"services","married","high.school","no","no","no","cellular","jul","thu",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"blue-collar","married","high.school","no","yes","no","telephone","may","wed",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"admin.","married","university.degree","no","no","no","telephone","may","fri",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"services","married","high.school","no","yes","no","cellular","may","mon",2,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"admin.","single","university.degree","no","no","no","cellular","aug","wed",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"admin.","married","university.degree","no","no","no","cellular","jul","thu",5,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"self-employed","single","university.degree","no","no","no","telephone","may","tue",3,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"entrepreneur","married","university.degree","no","no","no","telephone","may","wed",4,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"management","married","university.degree","no","yes","no","cellular","apr","tue",1,0,"nonexistent",-1.8,93.075,-47.1,5099.1,"Adults",1
"admin.","married","high.school","no","no","no","telephone","may","mon",3,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"retired","married","basic.4y","no","no","no","cellular","may","mon",2,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Senior Citizens",2
"technician","divorced","professional.course","no","yes","no","cellular","may","mon",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"admin.","married","high.school","no","yes","no","cellular","jun","wed",1,2,"success",-1.7,94.055,-39.8,4991.6,"Young Adults",2
"technician","married","high.school","no","yes","no","cellular","aug","tue",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"services","married","basic.6y","no","no","no","cellular","nov","tue",2,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",5,1,"success",-1.8,92.893,-46.2,5099.1,"Adults",1
"technician","married","basic.9y","no","yes","no","cellular","nov","fri",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"admin.","married","university.degree","no","yes","no","telephone","may","mon",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"technician","married","professional.course","no","yes","no","telephone","may","tue",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"entrepreneur","married","university.degree","no","no","no","cellular","nov","thu",4,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"services","married","high.school","no","no","no","cellular","jul","thu",3,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"admin.","divorced","high.school","no","yes","no","cellular","may","tue",8,1,"failure",-1.8,92.893,-46.2,5099.1,"Adults",1
"admin.","single","university.degree","no","no","no","cellular","may","wed",7,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"services","married","basic.9y","no","no","no","cellular","jul","tue",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"admin.","single","university.degree","no","yes","no","cellular","jul","thu",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"unemployed","married","high.school","no","yes","no","cellular","jul","wed",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"technician","married","professional.course","no","yes","no","cellular","aug","fri",8,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"blue-collar","married","basic.4y","no","no","no","telephone","may","wed",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"admin.","married","high.school","no","yes","no","cellular","may","wed",3,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"management","single","university.degree","no","yes","no","cellular","jul","tue",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"blue-collar","married","basic.6y","no","yes","no","telephone","may","wed",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"unemployed","married","basic.4y","no","yes","no","cellular","aug","wed",2,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",3,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"management","divorced","basic.4y","no","no","no","telephone","may","fri",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"admin.","married","university.degree","no","no","no","cellular","may","thu",3,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"admin.","divorced","high.school","no","no","no","telephone","may","thu",10,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"unemployed","married","high.school","no","no","no","cellular","may","mon",1,1,"success",-1.8,92.893,-46.2,5099.1,"Young Adults",2
"admin.","single","high.school","no","yes","no","cellular","jul","tue",5,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"unemployed","married","basic.4y","no","no","no","cellular","may","wed",2,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"technician","single","university.degree","no","no","no","cellular","may","mon",2,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"admin.","divorced","high.school","no","yes","yes","telephone","may","mon",2,1,"failure",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"admin.","married","high.school","no","no","no","cellular","may","wed",2,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"management","married","university.degree","no","yes","no","cellular","nov","thu",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"self-employed","married","basic.9y","no","yes","yes","cellular","jul","thu",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"admin.","married","basic.9y","no","no","no","cellular","aug","thu",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"admin.","single","university.degree","no","no","no","cellular","aug","mon",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"blue-collar","married","basic.9y","no","yes","no","cellular","jul","tue",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"admin.","single","high.school","no","no","yes","cellular","jul","tue",6,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"self-employed","divorced","university.degree","no","no","yes","cellular","may","fri",1,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"admin.","single","university.degree","no","no","no","cellular","nov","fri",2,1,"failure",-0.1,93.2,-42,5195.8,"Young Adults",1
"management","divorced","university.degree","no","no","no","cellular","may","wed",2,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"self-employed","single","basic.9y","no","no","no","telephone","may","mon",10,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"technician","single","university.degree","no","yes","no","cellular","aug","thu",5,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"admin.","single","university.degree","no","yes","no","cellular","jul","fri",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"technician","married","professional.course","no","no","yes","cellular","aug","thu",2,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"retired","married","basic.4y","no","yes","no","cellular","apr","thu",1,1,"success",-1.8,93.075,-47.1,5099.1,"Adults",1
"technician","divorced","professional.course","no","yes","no","telephone","may","fri",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"technician","married","basic.6y","no","no","yes","telephone","may","tue",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"blue-collar","married","basic.4y","no","no","no","cellular","aug","tue",2,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"blue-collar","married","basic.6y","no","yes","no","cellular","nov","tue",2,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"admin.","married","high.school","no","no","no","cellular","aug","mon",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"blue-collar","married","basic.4y","no","no","yes","cellular","may","wed",1,1,"failure",-1.8,92.893,-46.2,5099.1,"Adults",1
"technician","single","university.degree","no","no","no","cellular","aug","thu",7,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"technician","divorced","basic.4y","no","yes","no","telephone","may","tue",1,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"management","single","university.degree","no","yes","no","telephone","may","tue",2,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"blue-collar","married","high.school","no","yes","yes","cellular","nov","mon",2,3,"success",-1.1,94.767,-50.8,4963.6,"Adults",2
"admin.","single","high.school","no","yes","no","telephone","may","fri",3,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"student","single","high.school","no","no","no","cellular","jul","wed",1,1,"failure",-2.9,92.469,-33.6,5076.2,"Young Adults",2
"management","married","university.degree","no","yes","no","cellular","nov","thu",6,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"blue-collar","married","basic.6y","no","yes","yes","cellular","may","fri",1,2,"success",-1.8,93.876,-40,5008.7,"Senior Citizens",2
"admin.","divorced","basic.9y","no","no","no","telephone","may","fri",4,0,"nonexistent",1.1,93.994,-36.4,5191,"Adults",1
"admin.","married","basic.4y","no","yes","no","cellular","apr","fri",1,1,"failure",-1.8,93.075,-47.1,5099.1,"Adults",1
"blue-collar","married","basic.4y","no","yes","no","cellular","aug","thu",2,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"blue-collar","divorced","basic.9y","no","yes","no","cellular","jul","wed",3,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"entrepreneur","married","university.degree","no","no","no","telephone","jul","wed",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"admin.","single","university.degree","no","yes","no","cellular","aug","thu",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"admin.","single","university.degree","no","yes","no","cellular","aug","wed",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"admin.","single","university.degree","no","yes","no","cellular","jul","thu",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"management","married","university.degree","no","yes","no","cellular","nov","fri",1,1,"failure",-0.1,93.2,-42,5195.8,"Adults",1
"self-employed","married","university.degree","no","no","no","cellular","jul","mon",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"management","married","university.degree","no","no","no","cellular","jul","mon",3,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"unemployed","married","basic.4y","no","yes","no","telephone","sep","tue",1,0,"nonexistent",-1.1,94.199,-37.5,4963.6,"Adults",1
"admin.","married","high.school","no","yes","no","cellular","aug","fri",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"blue-collar","married","basic.4y","no","no","yes","telephone","jun","tue",1,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Adults",1
"admin.","married","high.school","no","no","no","cellular","aug","fri",1,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"services","married","high.school","no","no","no","cellular","may","fri",2,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Young Adults",1
"admin.","single","professional.course","no","yes","no","telephone","may","mon",11,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"housemaid","divorced","professional.course","no","yes","no","cellular","nov","mon",2,5,"success",-1.1,94.767,-50.8,4963.6,"Senior Citizens",2
"technician","married","university.degree","no","yes","yes","cellular","may","fri",4,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"retired","married","university.degree","no","yes","no","cellular","mar","fri",1,0,"nonexistent",-1.8,92.843,-50,5099.1,"Senior Citizens",2
"management","single","basic.4y","no","no","no","telephone","may","mon",7,0,"nonexistent",1.1,93.994,-36.4,5191,"Young Adults",1
"management","married","university.degree","no","yes","no","cellular","aug","wed",3,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"technician","married","professional.course","no","yes","no","telephone","may","wed",4,0,"nonexistent",-1.8,92.893,-46.2,5099.1,"Adults",1
"technician","married","professional.course","no","yes","no","cellular","nov","thu",1,1,"failure",-0.1,93.2,-42,5195.8,"Adults",1
"blue-collar","single","basic.9y","no","yes","yes","cellular","jul","thu",2,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"management","married","university.degree","no","yes","no","cellular","jul","thu",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Adults",1
"technician","married","university.degree","no","no","no","telephone","nov","wed",2,0,"nonexistent",-0.1,93.2,-42,5195.8,"Young Adults",1
"admin.","married","university.degree","no","yes","no","cellular","aug","thu",7,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Young Adults",1
"services","married","university.degree","no","yes","no","cellular","apr","mon",1,0,"nonexistent",-1.8,93.075,-47.1,5099.1,"Adults",1
"management","married","university.degree","no","no","yes","cellular","aug","tue",3,0,"nonexistent",1.4,93.444,-36.1,5228.1,"Adults",1
"technician","married","university.degree","no","no","no","cellular","jun","fri",1,1,"success",-1.7,94.055,-39.8,4991.6,"Young Adults",1
"management","divorced","basic.6y","no","no","no","cellular","nov","thu",1,0,"nonexistent",-0.1,93.2,-42,5195.8,"Adults",1
"self-employed","single","professional.course","no","yes","no","cellular","may","mon",5,1,"failure",-1.8,92.893,-46.2,5099.1,"Adults",2
"services","married","high.school","no","yes","no","cellular","jul","fri",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"blue-collar","married","basic.9y","no","no","no","cellular","jul","wed",1,0,"nonexistent",1.4,93.918,-42.7,5228.1,"Young Adults",1
"admin.","married","university.degree","no","yes","no","telephone","jun","fri",1,0,"nonexistent",1.4,94.465,-41.8,5228.1,"Young Adults",1
